query,case,seed,run_idx,runtime_seconds,Join1,Join2,Join3,Join4,Join5,Join6,Join7,Join8,Join9,Join10,Join11,Join12,Join13,Join14,Join15,Join16
1a,4,,1,0.06,probe=title build= build_rows=142 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=106 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info_idx build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
1b,4,,1,0.05,probe= build=company_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info_idx build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
1c,4,,1,0.05,probe= build=company_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=2 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info_idx build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
1d,4,,1,0.06,probe= build=company_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=2 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=2 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info_idx build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
2a,4,,1,0.09,probe=title build= build_rows=7834 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=company_name build= build_rows=7839 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=4381 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build=keyword build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
2b,4,,1,0.09,probe=title build= build_rows=5228 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=company_name build= build_rows=5259 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=2620 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build=keyword build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
2c,4,,1,0.05,probe=title build= build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=company_name build= build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build=keyword build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
2d,4,,1,0.11,probe=title build= build_rows=68316 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=company_name build= build_rows=148552 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=41838 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build=keyword build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
3a,4,,1,0.30,probe= build= build_rows=143 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info build= build_rows=8 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=title build_rows=499 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build=keyword build_rows=21 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
3b,4,,1,0.28,probe=keyword build= build_rows=5 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build= build_rows=3 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build=movie_info build_rows=3 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,,
3c,4,,1,0.30,probe= build= build_rows=6036 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info build= build_rows=10 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=title build_rows=6303 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build=keyword build_rows=30 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
4a,4,,1,0.09,probe=keyword build= build_rows=1302 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build= build_rows=1209 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=7566 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info_idx build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
4b,4,,1,0.07,probe=keyword build= build_rows=6 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build= build_rows=5 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=6 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info_idx build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
4c,4,,1,0.10,,,,,,,,,,,,,,,,
5a,4,,1,0.05,probe= build=info_type build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build= build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info build= build_rows=8 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build=movie_companies build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,
5b,4,,1,0.09,probe= build=info_type build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info build= build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build=movie_companies build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
5c,4,,1,0.27,probe= build=info_type build_rows=5 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build= build_rows=650 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info build= build_rows=10 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build=movie_companies build_rows=672 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,
6a,4,,1,0.14,probe=name build= build_rows=6 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=4 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=4 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build=keyword build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
6b,4,,1,0.12,probe= build=name build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=6 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=title build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build= build_rows=6 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=keyword build= build_rows=8 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,
6c,4,,1,0.11,probe=name build= build_rows=2 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build=keyword build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
6d,4,,1,0.12,probe= build=name build_rows=2 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=82 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=title build_rows=2029 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build= build_rows=8 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=keyword build= build_rows=8 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,
6e,4,,1,0.11,probe=name build= build_rows=6 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=4 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=4 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build=keyword build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,,
6f,4,,1,0.65,probe= build=name build_rows=4061926 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=14165 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=title build_rows=1381132 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build= build_rows=8 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=keyword build= build_rows=8 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,,
7a,4,,1,0.20,probe=title build= build_rows=32 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=link_type build= build_rows=32 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_link build= build_rows=30 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=13 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=aka_name build= build_rows=8 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=name build= build_rows=13 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=person_info build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
7b,4,,1,0.17,probe=title build= build_rows=16 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=link_type build= build_rows=16 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_link build= build_rows=6 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=2 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=name build= build_rows=8 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=aka_name build= build_rows=9 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=person_info build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
7c,4,,1,0.46,probe=title build= build_rows=68295 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=link_type build_rows=4 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_link build= build_rows=34229 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=5951 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=person_info build= build_rows=5573 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=name build=aka_name build_rows=5609 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
8a,4,,1,0.17,probe=title build= build_rows=62 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=aka_name build= build_rows=38 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=company_name build= build_rows=39 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=25 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=name build= build_rows=4561 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build=role_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,
8b,4,,1,0.15,probe=title build= build_rows=6 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=aka_name build= build_rows=4 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=company_name build= build_rows=4 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=4 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=name build= build_rows=25 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build=role_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,
8c,4,,1,0.45,probe=title build= build_rows=2487611 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=name build= build_rows=2487611 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=aka_name build= build_rows=1970658 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=role_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=1153798 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build=company_name build_rows=84843 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,
8d,4,,1,0.25,probe=title build= build_rows=323005 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=name build= build_rows=323005 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=aka_name build= build_rows=285538 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=role_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=1153798 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build=company_name build_rows=84843 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,
9a,4,,1,0.23,probe=char_name build= build_rows=121 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=name build= build_rows=174 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=aka_name build= build_rows=153 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=role_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=248 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=710 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build=company_name build_rows=318 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
9b,4,,1,0.18,probe=char_name build= build_rows=40 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=name build= build_rows=61 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=120 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=aka_name build= build_rows=95 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=company_name build= build_rows=101 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=68 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build=role_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
9c,4,,1,0.21,probe=title build= build_rows=8144 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=char_name build= build_rows=8144 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=name build= build_rows=8564 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=aka_name build= build_rows=5297 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=role_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=4795 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build=company_name build_rows=1350 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
