label,query,case,k_breakeven,med_c1,med_c,med_bf
tpch_sf100_t1,tpch_q9,4,5.153660437326594,156.574488246,55.459021336999996,24.343700799500255
tpcds_sf100_t1,tpcds_q1,2,-inf,6.8801163415,6.9165625219999995,0.0
tpcds_sf100_t1,tpcds_q10,2,24.017568122012364,11.4856586555,11.428828533,0.0024689890000000004
tpcds_sf100_t1,tpcds_q11,2,2.635392131244103,87.26341441599999,78.4173559615,5.409136002000006
tpcds_sf100_t1,tpcds_q12,2,12.76515275840031,2.271544523,1.520221209,0.06386005600000016
tpcds_sf100_t1,tpcds_q13,2,-0.18942405727688216,23.8985072415,25.0599400805,0.9764665779999719
tpcds_sf100_t1,tpcds_q14,2,1.285723289022496,228.975796578,226.6419346285,8.168259428499894
tpcds_sf100_t1,tpcds_q15,2,-0.4673913082819816,1.2574545540000002,1.3020508195,0.030391529000000042
tpcds_sf100_t1,tpcds_q16,2,3.6409512137655233,1.3780604885,1.1127815,0.10044827299999975
tpcds_sf100_t1,tpcds_q17,2,13.798311206167467,27.8280309155,10.490279259,1.3546905819999904
tpcds_sf100_t1,tpcds_q18,2,6.1146070422175,5.762252308,3.0350716889999996,0.533214105499999
tpcds_sf100_t1,tpcds_q19,2,14.186324069683021,14.0152445465,6.687151258,0.5557343540000041
tpcds_sf100_t1,tpcds_q2,2,-inf,16.882001459999998,16.8909362945,0.0
tpcds_sf100_t1,tpcds_q20,2,-1.3109307653889553,0.39294816050000003,0.4255922645,0.014125955000000006
tpcds_sf100_t1,tpcds_q21,2,2.917490045844767,0.9064871295,0.541479357,0.19035706249999987
tpcds_sf100_t1,tpcds_q22,2,0.032007807108767494,39.4017979125,39.868355466,0.48198483099999573
tpcds_sf100_t1,tpcds_q23,2,0.05025136999951951,146.233162547,149.023349149,2.9378158744999654
tpcds_sf100_t1,tpcds_q24,2,16.345705192215682,59.116668116,18.1648159015,2.668619766999915
tpcds_sf100_t1,tpcds_q25,2,10.629242341289405,17.85451716,9.7026951235,0.8465694129999879
tpcds_sf100_t1,tpcds_q26,2,3.722905310526216,3.280646417,1.8795053025000001,0.5145757764999994
tpcds_sf100_t1,tpcds_q27,2,5.852609349612134,44.183885023,23.209694793,4.322249890499934
tpcds_sf100_t1,tpcds_q28,2,-inf,32.0988022975,32.1890420335,0.0
tpcds_sf100_t1,tpcds_q29,2,7.81712507533025,26.0312030485,15.467907368,1.549523525499973
tpcds_sf100_t1,tpcds_q3,2,2.8193691833962276,10.4878984575,6.6889315225,2.0880681995000296
tpcds_sf100_t1,tpcds_q30,2,-0.6779641636516649,1.626116647,1.6513203265,0.015020391999999985
tpcds_sf100_t1,tpcds_q31,2,7.118773483769006,18.7063685345,13.173003769000001,0.9043258064999639
tpcds_sf100_t1,tpcds_q32,2,2.0572572065944907,0.36068814250000003,0.3133193055,0.044803513000000086
tpcds_sf100_t1,tpcds_q33,2,10.075979155697365,11.0184801935,7.6191495190000005,0.37454148099999773
tpcds_sf100_t1,tpcds_q34,2,5.432134034930116,15.260696416,7.979711844500001,1.642771746999931
tpcds_sf100_t1,tpcds_q35,2,inf,24.529130678,24.48166334,0.0
tpcds_sf100_t1,tpcds_q36,2,5.934692259196123,15.775899330000001,9.1373437615,1.3452825869999525
tpcds_sf100_t1,tpcds_q37,2,160.0991644609428,13.606658813,3.265601325,0.06499756000000001
tpcds_sf100_t1,tpcds_q38,2,0.0018742816503749538,33.056174454,33.9253356935,0.870793351499987
tpcds_sf100_t1,tpcds_q39,2,-0.8042944277180686,2.5862004325,2.7165996515,0.07227158550000005
tpcds_sf100_t1,tpcds_q4,2,2.5720908038145547,124.1174610505,113.69339380049999,6.630703026000042
tpcds_sf100_t1,tpcds_q40,2,15.046196757208941,1.965674742,1.516503608,0.031978132000000034
tpcds_sf100_t1,tpcds_q41,2,inf,0.0497977735,0.0495332365,0.0
tpcds_sf100_t1,tpcds_q42,2,10.123759932973545,8.6129862465,4.4306443925,0.45840112899999597
